"order_details_id";"order_id";"pizza_size_id";"quantity"
74;28;ckn_alfredo_s;1
75;29;green_garden_s;1
76;30;thai_ckn_l;1
77;31;mexicana_m;1
78;31;pepperoni_s;1
79;32;big_meat_s;1
80;32;green_garden_l;1
81;32;ital_cpcllo_l;1
82;32;ital_supr_m;1
83;33;bbq_ckn_l;1
84;33;green_garden_s;1
85;34;the_greek_s;1
86;35;green_garden_m;1
87;35;pep_msh_pep_l;1
88;35;pepperoni_m;1
89;35;thai_ckn_l;1
90;36;bbq_ckn_m;1
91;36;classic_dlx_m;1
92;37;ital_supr_l;1
93;37;mexicana_l;1
94;38;hawaiian_s;1
95;38;ital_cpcllo_l;1
96;39;ital_supr_l;1
97;40;four_cheese_l;1
98;40;southw_ckn_s;1
99;41;four_cheese_m;1
100;41;green_garden_s;1
101;42;big_meat_s;1
102;42;five_cheese_l;1
103;42;mexicana_l;1
104;42;peppr_salami_m;1
105;43;ckn_alfredo_m;1
106;43;ital_supr_m;1
107;43;peppr_salami_l;1
108;44;spin_pesto_s;1
109;45;four_cheese_l;1
110;45;hawaiian_s;1
111;45;thai_ckn_m;1
112;46;ckn_pesto_l;1
113;46;classic_dlx_l;1
114;46;thai_ckn_m;1
115;47;southw_ckn_l;1
116;47;veggie_veg_s;1
117;48;ckn_pesto_m;1
118;48;green_garden_s;1
119;48;prsc_argla_l;1
120;48;spicy_ital_l;1
121;49;sicilian_l;1
122;50;the_greek_xl;1
123;51;bbq_ckn_l;1
124;51;pep_msh_pep_l;1
125;52;hawaiian_l;1
126;52;mexicana_l;1
127;52;spicy_ital_l;1
128;53;pep_msh_pep_s;1
129;53;spinach_supr_m;1
130;54;prsc_argla_m;1
131;54;thai_ckn_l;1
132;55;peppr_salami_s;1
133;55;spicy_ital_l;1
134;56;classic_dlx_m;1
135;56;mediterraneo_l;1
136;56;southw_ckn_m;1
137;57;classic_dlx_m;1
138;58;five_cheese_l;1
139;58;pepperoni_m;1
140;59;ital_veggie_s;1
141;59;pep_msh_pep_s;1
142;59;pepperoni_l;1
143;60;ckn_pesto_l;1
144;60;four_cheese_m;1
145;61;bbq_ckn_m;1
146;61;ital_supr_l;1
147;62;bbq_ckn_m;1
148;62;spinach_supr_m;1
149;63;pep_msh_pep_m;1
150;64;big_meat_s;1
151;65;pep_msh_pep_s;1
152;65;sicilian_s;1
153;65;spicy_ital_s;1
154;65;spinach_supr_m;1
155;66;classic_dlx_m;1
156;66;ital_cpcllo_m;1
157;67;southw_ckn_l;1
158;68;classic_dlx_m;1
159;68;ital_supr_l;1
160;68;ital_supr_m;1
161;69;bbq_ckn_l;1
162;70;ital_veggie_s;1
163;70;soppressata_l;1
164;71;thai_ckn_l;1
165;72;spinach_fet_l;1
166;73;thai_ckn_s;1
167;74;five_cheese_l;1
168;74;mexicana_l;1
169;74;spin_pesto_s;1
170;74;spinach_supr_l;1
171;75;ital_supr_s;1
172;75;mediterraneo_l;1
173;75;napolitana_l;1
174;76;big_meat_s;1
175;76;hawaiian_l;1
176;76;ital_veggie_l;1
177;76;spicy_ital_l;1
178;77;bbq_ckn_m;1
179;77;hawaiian_m;1
180;78;big_meat_s;1
181;78;classic_dlx_s;1
182;78;four_cheese_l;1
183;78;ital_cpcllo_m;1
184;78;spicy_ital_l;3
185;78;thai_ckn_s;1
186;79;ital_cpcllo_l;1
187;79;pep_msh_pep_s;1
188;79;thai_ckn_l;1
189;80;pepperoni_s;1
190;80;thai_ckn_m;1
191;81;thai_ckn_l;1
192;82;big_meat_s;1
193;82;cali_ckn_m;1
194;82;spicy_ital_l;1
195;82;veggie_veg_m;1
196;83;southw_ckn_s;1
197;84;pepperoni_l;1
198;85;classic_dlx_m;1
199;85;classic_dlx_s;1
200;85;ital_supr_l;1
201;85;the_greek_m;1
202;86;hawaiian_l;1
203;87;ital_cpcllo_m;1
204;87;mexicana_m;1
205;87;spinach_supr_l;1
206;87;spinach_supr_s;1
207;88;five_cheese_l;1
208;89;soppressata_l;1
209;89;thai_ckn_l;1
210;90;sicilian_l;1
211;90;thai_ckn_s;1
212;91;bbq_ckn_l;2
213;91;ckn_pesto_s;1
214;91;pepperoni_s;1
215;92;bbq_ckn_m;1
216;92;ital_supr_l;1
217;92;ital_supr_m;1
218;92;ital_veggie_s;1
219;92;pepperoni_m;1
220;92;peppr_salami_m;1
221;92;spinach_fet_s;1
222;92;spinach_supr_s;1
223;92;the_greek_m;2
224;93;sicilian_m;1
225;94;ital_cpcllo_m;1
226;94;southw_ckn_s;1
227;95;napolitana_s;1
228;95;peppr_salami_l;1
229;96;napolitana_s;1
230;97;big_meat_s;1
231;98;classic_dlx_l;1
232;98;napolitana_l;1
233;99;ital_supr_l;1
234;100;hawaiian_l;1
235;101;cali_ckn_l;1
236;101;pepperoni_l;1
237;101;soppressata_l;1
238;101;spicy_ital_m;1
239;102;bbq_ckn_s;1
240;102;prsc_argla_s;1
241;103;spinach_supr_s;1
242;104;bbq_ckn_m;1
243;104;ckn_alfredo_m;1
244;104;ital_veggie_m;1
245;104;veggie_veg_l;1
246;105;hawaiian_s;2
247;105;pepperoni_l;1
248;105;prsc_argla_m;1
249;106;mexicana_l;1
250;106;spicy_ital_l;1
251;107;cali_ckn_l;1
252;107;ital_supr_m;1
253;107;spicy_ital_l;1
254;107;veggie_veg_l;1
255;108;classic_dlx_l;1
256;108;hawaiian_l;1
257;108;spinach_supr_l;1
258;109;ital_cpcllo_l;1
259;109;ital_supr_l;1
260;109;pepperoni_m;1
261;109;prsc_argla_l;1
262;110;big_meat_s;1
263;110;napolitana_l;1
264;110;soppressata_l;1
265;110;spicy_ital_s;1
266;111;cali_ckn_m;1
267;111;five_cheese_l;1
268;111;pepperoni_m;1
269;111;spin_pesto_l;1
270;112;pepperoni_s;1
271;113;cali_ckn_l;1
272;113;mexicana_l;1
273;113;southw_ckn_m;1
274;114;pepperoni_l;1
275;114;sicilian_s;1
276;115;big_meat_s;1
277;115;napolitana_l;1
278;115;thai_ckn_m;1
279;116;five_cheese_l;1
280;117;peppr_salami_m;1
281;117;sicilian_l;1
282;118;prsc_argla_l;1
283;118;spinach_fet_s;1
284;119;four_cheese_m;1
285;120;classic_dlx_s;1
286;120;hawaiian_s;1
287;120;spinach_fet_l;1
288;121;bbq_ckn_m;1
289;121;four_cheese_l;1
290;121;sicilian_l;1
291;121;southw_ckn_l;1
292;122;ital_supr_m;1
293;123;ital_cpcllo_s;1
294;124;bbq_ckn_s;1
295;124;sicilian_l;1
296;124;spicy_ital_l;1
297;124;the_greek_s;1
298;125;the_greek_xl;1
299;126;veggie_veg_l;1
300;127;pepperoni_m;1
301;128;spicy_ital_s;1
302;129;big_meat_s;1
303;129;the_greek_m;1
304;130;hawaiian_s;1
305;130;ital_cpcllo_l;1
306;130;mexicana_m;1
307;130;southw_ckn_s;1
308;131;ckn_pesto_l;1
309;131;five_cheese_l;1
310;131;green_garden_s;1
311;131;spinach_supr_s;1
312;132;pepperoni_s;1
313;133;bbq_ckn_l;1
314;133;hawaiian_l;1
315;133;the_greek_s;1
316;134;big_meat_s;1
317;134;southw_ckn_l;1
318;134;spinach_supr_s;1
319;135;veggie_veg_l;1
320;136;five_cheese_l;1
321;136;peppr_salami_s;1
322;137;mediterraneo_l;1
323;137;pepperoni_s;1
324;137;spicy_ital_m;1
325;138;cali_ckn_m;1
326;138;four_cheese_l;1
327;138;ital_veggie_l;1
328;138;sicilian_m;1
329;139;five_cheese_l;1
330;140;prsc_argla_s;1
331;140;veggie_veg_m;1
332;141;classic_dlx_m;1
333;142;green_garden_m;1
334;143;cali_ckn_s;1
335;143;classic_dlx_s;1
336;143;hawaiian_l;1
337;143;mexicana_m;1
338;143;pepperoni_l;1
339;143;prsc_argla_s;1
340;143;thai_ckn_l;1
341;143;veggie_veg_m;1
342;144;bbq_ckn_m;3
343;144;big_meat_s;1
344;144;cali_ckn_l;1
345;144;ckn_pesto_m;1
346;144;five_cheese_l;1
347;144;four_cheese_l;1
348;144;pep_msh_pep_s;1
349;144;southw_ckn_l;1
350;144;southw_ckn_s;1
351;144;spicy_ital_l;1
352;144;thai_ckn_m;1
353;144;veggie_veg_l;1
354;145;the_greek_s;1
355;146;cali_ckn_l;1
356;146;four_cheese_m;1
357;146;hawaiian_m;1
358;147;the_greek_xl;1
359;148;mediterraneo_s;1
360;149;spinach_fet_m;1
361;150;pepperoni_m;1
362;151;southw_ckn_l;1
363;151;spinach_supr_s;1
364;152;hawaiian_s;1
365;152;spinach_fet_l;1
366;152;thai_ckn_s;1
367;152;the_greek_m;1
368;153;mexicana_m;1
369;154;prsc_argla_s;1
370;155;ckn_pesto_s;1
371;155;napolitana_l;1
372;155;pepperoni_l;1
373;155;peppr_salami_l;1
374;156;napolitana_m;1
375;156;thai_ckn_l;1
376;157;ital_supr_l;1
377;157;mediterraneo_m;1
378;157;sicilian_m;1
379;157;spin_pesto_m;1
380;158;ital_veggie_m;1
381;158;thai_ckn_m;1
382;159;four_cheese_l;1
383;159;thai_ckn_m;1
384;160;classic_dlx_m;1
385;161;hawaiian_s;1
386;161;spicy_ital_m;1
387;161;the_greek_xl;1
388;162;big_meat_s;1
389;163;hawaiian_m;1
390;163;pepperoni_l;1
391;163;the_greek_m;1
392;164;cali_ckn_l;1
393;164;pepperoni_m;1
394;165;prsc_argla_m;1
395;166;prsc_argla_s;1
396;167;bbq_ckn_l;1
397;167;ital_supr_m;1
398;167;pepperoni_m;1
399;168;big_meat_s;1
400;168;veggie_veg_m;1
401;169;four_cheese_l;1
402;169;ital_cpcllo_s;1
403;169;sicilian_m;1
404;170;hawaiian_l;1
405;171;napolitana_m;1
406;172;napolitana_s;1
407;172;spinach_supr_m;1
408;172;thai_ckn_l;1
409;173;cali_ckn_m;1
410;173;classic_dlx_m;1
411;173;veggie_veg_l;1
412;174;big_meat_s;1
413;174;cali_ckn_l;1
414;174;cali_ckn_m;1
415;174;ital_cpcllo_m;1
416;175;ital_supr_l;1
417;176;cali_ckn_l;1
418;176;peppr_salami_m;1
419;177;napolitana_s;1
420;177;thai_ckn_l;1
421;178;peppr_salami_l;1
422;179;hawaiian_l;1
423;179;sicilian_m;1
424;179;veggie_veg_s;1
425;180;classic_dlx_l;1
426;180;prsc_argla_l;1
427;181;mexicana_l;1
428;182;brie_carre_s;1
429;182;peppr_salami_l;1
430;183;napolitana_m;1
431;183;spin_pesto_l;1
432;183;spin_pesto_s;1
433;184;hawaiian_l;1
434;185;sicilian_m;1
435;185;spin_pesto_s;1
436;186;mexicana_l;1
437;186;southw_ckn_l;1
438;186;spin_pesto_l;1
439;186;thai_ckn_l;1
440;187;five_cheese_l;1
441;187;spin_pesto_l;1
442;188;five_cheese_l;1
443;188;pepperoni_s;1
444;188;peppr_salami_l;1
445;189;big_meat_s;2
446;189;thai_ckn_s;1
447;190;bbq_ckn_l;1
448;190;four_cheese_m;1
449;190;pep_msh_pep_s;1
450;190;prsc_argla_l;1
451;191;cali_ckn_l;1
452;191;ckn_alfredo_m;1
453;192;sicilian_s;1
454;192;southw_ckn_l;1
455;193;big_meat_s;1
456;193;cali_ckn_m;1
457;193;ckn_alfredo_l;2
458;194;bbq_ckn_s;1
459;195;bbq_ckn_l;1
460;196;sicilian_s;1
461;196;spicy_ital_m;1
462;196;veggie_veg_m;1
463;197;four_cheese_l;1
464;197;ital_cpcllo_l;1
465;197;ital_veggie_l;1
466;197;soppressata_l;1
467;198;big_meat_s;1
468;198;ckn_alfredo_l;1
469;199;ckn_alfredo_m;1
470;200;the_greek_xl;1
471;201;calabrese_m;1
472;201;ckn_pesto_l;1
473;201;ital_supr_l;1
474;201;the_greek_xl;1
475;202;cali_ckn_s;1
476;203;cali_ckn_l;1
477;203;ital_veggie_m;1
478;203;pep_msh_pep_l;1
479;203;the_greek_s;1
480;204;spicy_ital_l;1
481;205;cali_ckn_s;1
482;205;ckn_alfredo_m;1
483;205;prsc_argla_s;1
484;206;napolitana_m;1
485;206;pepperoni_s;1
486;206;spicy_ital_l;1
487;207;spicy_ital_l;1
488;208;bbq_ckn_l;1
489;208;bbq_ckn_s;1
490;208;ckn_alfredo_m;1
491;208;pepperoni_m;1
492;208;the_greek_m;1
493;209;cali_ckn_l;1
494;210;spinach_fet_s;1
495;211;pepperoni_s;1
496;212;ital_cpcllo_l;1
497;213;four_cheese_l;1
498;214;ital_cpcllo_l;1
499;214;ital_supr_m;1
500;214;mexicana_s;1
501;214;spin_pesto_m;1
502;215;green_garden_s;1
503;216;bbq_ckn_m;1
504;216;five_cheese_l;1
505;216;hawaiian_l;1
506;217;classic_dlx_m;1
507;217;spinach_fet_s;1
508;218;spicy_ital_m;1
509;219;bbq_ckn_l;1
510;219;five_cheese_l;1
511;219;peppr_salami_m;1
512;219;spinach_fet_m;1
513;220;hawaiian_s;1
514;220;ital_cpcllo_s;1
515;220;napolitana_l;1
516;220;spicy_ital_l;1
517;221;five_cheese_l;1
518;221;prsc_argla_m;1
519;221;the_greek_s;1
520;222;four_cheese_l;1
521;222;sicilian_s;1
522;223;pep_msh_pep_s;1
523;224;ckn_alfredo_s;1
524;224;ital_supr_m;1
525;224;napolitana_m;1
526;224;thai_ckn_l;1
527;225;bbq_ckn_l;1
528;225;bbq_ckn_m;1
529;225;southw_ckn_s;1
530;226;classic_dlx_l;1
531;227;bbq_ckn_m;1
532;227;the_greek_m;1
533;228;ital_veggie_s;1
534;229;ital_veggie_l;1
535;229;prsc_argla_l;1
536;229;spin_pesto_s;1
537;230;thai_ckn_m;1
538;231;cali_ckn_l;1
539;231;napolitana_s;1
540;231;prsc_argla_s;1
541;232;bbq_ckn_m;1
542;232;spinach_supr_l;1
543;233;spinach_fet_s;1
544;234;ckn_alfredo_m;1
545;234;ital_supr_s;1
546;234;napolitana_m;1
547;235;cali_ckn_m;1
548;236;classic_dlx_l;1
549;236;green_garden_m;1
550;237;green_garden_s;1
551;238;spin_pesto_l;1
552;239;ital_supr_l;1
553;239;thai_ckn_m;1
554;240;four_cheese_m;1
555;241;sicilian_m;1
556;241;spinach_supr_l;1
557;242;calabrese_m;1
558;242;thai_ckn_l;1
559;242;veggie_veg_m;1
560;243;classic_dlx_l;1
561;243;spinach_supr_s;1
562;244;ital_supr_s;1
563;244;spicy_ital_l;1
564;245;bbq_ckn_l;1
565;245;ckn_pesto_l;1
566;246;ckn_alfredo_m;1
567;246;pepperoni_l;1
568;247;hawaiian_m;1
569;247;sicilian_m;1
570;247;spinach_supr_s;1
571;248;hawaiian_s;1
572;248;thai_ckn_l;1
573;249;bbq_ckn_l;1
574;249;calabrese_s;1
575;250;four_cheese_m;1
576;251;mexicana_m;1
577;252;prsc_argla_m;1
578;253;brie_carre_s;1
579;254;bbq_ckn_l;1
580;254;brie_carre_s;1
581;254;five_cheese_l;1
582;255;five_cheese_l;1
583;255;green_garden_m;1
584;255;hawaiian_l;1
585;255;spinach_fet_m;1
586;256;pep_msh_pep_l;1
587;257;cali_ckn_l;1
588;257;ckn_alfredo_l;1
589;258;classic_dlx_m;1
590;259;pepperoni_l;1
591;260;five_cheese_l;1
592;260;the_greek_l;1
593;261;brie_carre_s;1
594;262;cali_ckn_m;1
595;263;spin_pesto_l;1
596;264;mexicana_m;1
597;265;ckn_alfredo_m;1
598;265;mexicana_l;1
599;265;sicilian_m;1
600;265;spicy_ital_l;1
601;266;peppr_salami_m;1
602;267;four_cheese_l;1
603;267;mediterraneo_l;1
604;267;napolitana_s;1
605;268;ital_supr_l;1
606;268;pepperoni_s;1
607;269;ckn_alfredo_m;1
608;270;southw_ckn_l;1
609;270;spin_pesto_l;1
610;270;thai_ckn_l;1
611;271;big_meat_s;1
612;271;cali_ckn_m;2
613;271;ckn_alfredo_m;2
614;271;ckn_pesto_l;2
615;271;classic_dlx_m;1
616;271;ital_supr_m;1
617;271;sicilian_s;1
618;271;soppressata_m;1
619;271;southw_ckn_m;1
620;271;the_greek_s;1
621;272;ital_supr_m;1
622;273;soppressata_s;1
623;274;four_cheese_l;1
624;274;thai_ckn_l;1
625;275;classic_dlx_l;1
626;275;five_cheese_l;1
627;275;pepperoni_s;1
628;275;sicilian_m;1
629;276;five_cheese_l;1
630;276;spicy_ital_l;1
631;277;four_cheese_m;1
632;278;ital_veggie_m;1
633;278;southw_ckn_l;1
634;279;cali_ckn_m;1
635;279;ckn_alfredo_m;1
636;280;prsc_argla_m;1
637;280;veggie_veg_m;1
638;281;sicilian_s;1
639;282;classic_dlx_s;1
640;282;five_cheese_l;1
641;282;peppr_salami_l;1
642;282;spin_pesto_l;1
643;283;napolitana_m;1
644;284;four_cheese_m;1
645;284;hawaiian_s;1
646;284;napolitana_m;1
647;285;prsc_argla_l;1
648;286;ital_supr_m;1
649;286;peppr_salami_l;1
650;287;ital_supr_m;1
651;287;pep_msh_pep_m;1
652;287;pepperoni_m;1
653;287;sicilian_s;1
654;288;brie_carre_s;1
655;288;prsc_argla_l;1
656;288;spinach_supr_l;1
657;289;five_cheese_l;1
658;290;classic_dlx_s;1
659;290;veggie_veg_m;1
660;291;bbq_ckn_l;1
661;291;ckn_alfredo_m;2
662;291;four_cheese_m;1
663;292;spin_pesto_m;1
664;292;spinach_fet_l;1
665;293;classic_dlx_s;1
666;293;ital_veggie_s;1
667;294;bbq_ckn_m;1
668;294;ital_supr_l;1
669;294;thai_ckn_l;1
670;295;cali_ckn_m;1
671;296;green_garden_s;1
672;296;ital_cpcllo_s;1
673;296;thai_ckn_m;1
674;297;southw_ckn_m;1
675;298;cali_ckn_m;1
676;298;cali_ckn_s;1
677;298;ckn_alfredo_m;1
678;298;classic_dlx_s;1
679;299;classic_dlx_s;1
680;299;spinach_fet_m;1
681;300;big_meat_s;1
682;300;ital_cpcllo_s;1
683;300;ital_veggie_s;1
684;300;spinach_supr_s;1
685;301;napolitana_l;1
686;302;peppr_salami_l;1
687;303;big_meat_s;1
688;303;ital_cpcllo_m;1
689;303;pepperoni_s;1
690;304;hawaiian_s;1
691;304;mexicana_l;1
692;305;pepperoni_l;1
693;305;sicilian_s;1
694;305;spicy_ital_m;1
695;306;big_meat_s;1
696;306;hawaiian_s;1
697;306;napolitana_m;1
698;307;classic_dlx_l;1
699;307;thai_ckn_m;1
700;308;hawaiian_l;1
701;308;pep_msh_pep_l;1
702;308;thai_ckn_s;1
703;309;five_cheese_l;1
704;309;peppr_salami_m;1
705;310;hawaiian_s;1
706;310;thai_ckn_s;1
707;311;sicilian_l;1
708;312;big_meat_s;1
709;312;brie_carre_s;1
710;312;ckn_alfredo_m;1
711;312;sicilian_m;1
712;313;classic_dlx_m;1
713;314;calabrese_m;1
714;314;five_cheese_l;1
715;314;green_garden_m;1
716;314;hawaiian_m;1
717;314;veggie_veg_m;1
718;315;classic_dlx_m;1
719;316;hawaiian_s;1
720;316;ital_supr_m;1
721;317;cali_ckn_s;1
722;317;classic_dlx_m;1
723;317;four_cheese_l;1
724;317;hawaiian_s;1
725;317;pep_msh_pep_l;1
726;317;prsc_argla_s;1
727;317;spinach_fet_s;1
728;318;ital_cpcllo_l;1
729;318;mexicana_l;1
730;318;soppressata_s;1
731;318;spicy_ital_l;1
732;319;ital_supr_m;1
733;320;cali_ckn_m;1
734;320;ckn_pesto_l;1
735;321;ital_supr_l;1
736;322;cali_ckn_l;1
737;322;ckn_pesto_l;1
738;322;classic_dlx_s;1
739;322;thai_ckn_l;1
740;323;classic_dlx_m;1
741;324;five_cheese_l;1
742;325;classic_dlx_s;1
743;325;veggie_veg_s;1
744;326;cali_ckn_m;1
745;326;spinach_supr_l;1
746;327;classic_dlx_m;1
747;328;mediterraneo_l;1
748;329;spicy_ital_l;1
749;329;spinach_supr_m;1
750;330;big_meat_s;1
751;330;ckn_alfredo_m;1
752;330;classic_dlx_m;1
753;330;classic_dlx_s;1
754;330;five_cheese_l;1
755;330;four_cheese_l;2
756;330;hawaiian_l;1
757;330;pep_msh_pep_l;1
758;330;peppr_salami_s;1
759;330;sicilian_l;1
760;330;spicy_ital_l;1
761;330;spicy_ital_m;1
762;330;spinach_fet_l;1
763;330;the_greek_m;1
764;331;prsc_argla_m;1
765;332;sicilian_m;1
766;332;southw_ckn_l;1
767;332;thai_ckn_m;1
768;333;ckn_alfredo_m;1
769;334;calabrese_l;1
770;334;pepperoni_m;1
771;334;southw_ckn_m;1
772;334;thai_ckn_l;1
773;335;mediterraneo_l;1
774;336;prsc_argla_l;1
775;337;hawaiian_l;1
776;337;pepperoni_l;1
777;338;mexicana_l;1
778;338;thai_ckn_l;1
779;338;the_greek_xl;1
780;339;spicy_ital_m;1
781;340;peppr_salami_s;1
782;341;bbq_ckn_m;1
783;341;pepperoni_s;1
784;342;sicilian_l;1
785;342;southw_ckn_l;1
786;343;five_cheese_l;1
787;343;four_cheese_m;1
788;344;ital_cpcllo_m;1
789;345;peppr_salami_s;1
790;345;spinach_fet_s;1
791;346;green_garden_s;1
792;346;hawaiian_s;1
793;346;ital_cpcllo_l;1
794;346;napolitana_s;1
795;347;spinach_fet_l;1
796;347;thai_ckn_l;1
797;347;veggie_veg_m;1
798;348;classic_dlx_m;1
799;348;thai_ckn_l;1
800;348;thai_ckn_s;1
801;349;pepperoni_l;1
802;350;classic_dlx_l;1
803;350;pepperoni_m;2
804;350;spicy_ital_s;1
805;351;big_meat_s;1
806;351;hawaiian_m;1
807;352;big_meat_s;1
808;352;ital_cpcllo_l;1
809;353;bbq_ckn_l;1
810;353;cali_ckn_l;1
811;353;prsc_argla_s;1
812;354;green_garden_s;1
813;354;veggie_veg_l;1
814;355;ckn_alfredo_m;1
815;355;ital_supr_m;1
816;356;ckn_alfredo_m;1
817;357;cali_ckn_l;1
818;357;southw_ckn_s;1
819;357;spinach_fet_s;1
820;358;ital_supr_m;1
821;359;green_garden_m;1
822;359;thai_ckn_l;1
823;360;bbq_ckn_l;1
824;360;green_garden_s;1
825;360;hawaiian_s;1
826;361;big_meat_s;2
827;361;ital_cpcllo_s;1
828;362;bbq_ckn_m;1
829;362;mexicana_l;1
830;363;mediterraneo_l;1
831;363;mexicana_l;1
832;364;ital_supr_m;1
833;364;the_greek_xl;1
834;365;four_cheese_m;1
835;365;mediterraneo_l;1
836;365;pepperoni_m;1
837;366;ital_cpcllo_l;1
838;367;hawaiian_l;1
839;367;spinach_fet_m;1
840;368;spin_pesto_m;1
841;368;thai_ckn_l;1
842;369;spinach_fet_m;1
843;370;four_cheese_l;1
844;370;hawaiian_s;1
845;371;pepperoni_m;1
846;372;spinach_fet_s;1
847;373;ckn_pesto_s;1
848;373;classic_dlx_m;1
849;373;sicilian_l;1
850;374;big_meat_s;1
851;374;ckn_alfredo_m;1
852;374;peppr_salami_s;1
853;375;mexicana_m;1
854;376;the_greek_xl;1
855;376;veggie_veg_l;1
856;377;hawaiian_m;1
857;377;thai_ckn_l;1
858;378;ital_veggie_s;1
859;379;thai_ckn_l;1
860;380;calabrese_m;1
861;380;cali_ckn_m;1
862;381;southw_ckn_m;1
863;382;thai_ckn_s;1
864;382;veggie_veg_m;1
865;383;spicy_ital_m;1
866;384;hawaiian_s;1
867;384;ital_cpcllo_m;1
868;384;mediterraneo_m;1
869;384;the_greek_s;1
870;385;veggie_veg_l;1
871;386;ital_veggie_s;1
872;386;soppressata_m;1
873;386;thai_ckn_m;1
874;387;bbq_ckn_s;1
875;387;big_meat_s;1
876;387;ckn_pesto_m;1
877;387;five_cheese_l;1
878;387;pepperoni_s;1
879;387;spicy_ital_l;1
880;387;spinach_fet_s;1
881;388;bbq_ckn_s;1
882;388;ckn_alfredo_m;1
883;388;mediterraneo_m;1
884;388;veggie_veg_s;1
885;389;spin_pesto_l;1
886;390;pep_msh_pep_l;1
887;391;the_greek_m;1
888;392;big_meat_s;1
889;392;calabrese_s;1
890;392;cali_ckn_l;1
891;392;pepperoni_s;2
892;392;prsc_argla_l;1
893;392;sicilian_l;1
894;392;soppressata_l;1
895;392;spicy_ital_l;1
896;393;green_garden_s;1
897;393;hawaiian_l;1
898;394;big_meat_s;1
899;394;ckn_pesto_s;1
900;394;hawaiian_l;1
901;394;hawaiian_s;1
902;394;pep_msh_pep_l;1
903;394;pepperoni_m;3
904;394;pepperoni_s;1
905;394;sicilian_l;1
906;394;spicy_ital_l;1
907;394;spin_pesto_s;1
908;394;thai_ckn_l;1
909;394;veggie_veg_s;1
910;395;napolitana_m;1
911;396;spinach_fet_s;1
912;397;five_cheese_l;2
913;397;hawaiian_l;1
914;397;pepperoni_m;1
915;398;pepperoni_s;1
916;399;bbq_ckn_m;1
917;399;cali_ckn_l;1
918;399;four_cheese_m;1
919;399;the_greek_m;1
920;400;pepperoni_m;1
921;400;thai_ckn_l;1
922;401;veggie_veg_m;1
923;402;four_cheese_l;1
924;402;ital_supr_m;1
925;403;bbq_ckn_s;1
926;403;classic_dlx_l;1
927;403;prsc_argla_s;1
928;404;ckn_pesto_l;1
929;405;sicilian_l;1
930;406;ckn_alfredo_m;1
931;406;classic_dlx_m;1
932;406;ital_veggie_s;1
933;407;cali_ckn_m;1
934;407;classic_dlx_l;1
935;407;pepperoni_m;1
936;408;brie_carre_s;1
937;408;peppr_salami_m;1
938;409;pepperoni_l;1
939;410;big_meat_s;2
940;410;mediterraneo_m;1
941;410;the_greek_xl;1
942;411;ital_supr_m;1
943;411;southw_ckn_l;1
944;412;brie_carre_s;1
945;412;spinach_supr_m;1
946;413;the_greek_s;1
947;414;classic_dlx_s;1
948;414;five_cheese_l;1
949;414;ital_supr_m;1
950;415;cali_ckn_s;1
951;416;spinach_fet_l;1
952;417;pepperoni_s;1
953;418;ckn_pesto_m;1
954;418;sicilian_m;1
955;419;bbq_ckn_l;1
